asset_id,asset_type,assigned_employee,purchase_date,status,serial_number,office
LAP-047,Laptop,EMP-0242,2021-05-08,maintenance,DXB
LAP-048,Laptop,EMP-0213,2019-10-11,maintenance,SIN
LAP-049,Laptop,EMP-0036,2026-02-07,active,BLR
LAP-050,Laptop,EMP-0065,2026-05-21,active,SIN
LAP-051,Laptop,EMP-0203,2023-03-25,active,SIN
LAP-052,Laptop,EMP-0154,2024-05-16,retired,SIN
LAP-053,Laptop,EMP-0137,2024-09-06,in_stock,SIN
LAP-054,Laptop,EMP-0140,2019-05-31,active,LKO
LAP-055,Laptop,EMP-0028,2021-10-13,in_stock,DXB
LAP-056,Laptop,EMP-0043,2026-04-04,retired,LKO
LAP-057,Laptop,EMP-0145,2026-03-27,in_stock,SIN
LAP-058,Laptop,EMP-0248,2022-09-20,maintenance,LKO
LAP-059,Laptop,EMP-0003,2020-02-08,active,BLR
LAP-060,Laptop,EMP-0131,2024-10-25,retired,BLR
LAP-061,Laptop,EMP-0115,2023-03-13,maintenance,SIN
LAP-062,Laptop,EMP-0198,2026-08-15,retired,BLR
LAP-063,Laptop,EMP-0089,2019-04-11,maintenance,LKO
LAP-064,Laptop,EMP-0076,2023-08-31,active,LKO
LAP-065,Laptop,EMP-0213,2020-08-03,active,DXB
LAP-066,Laptop,EMP-0088,2024-02-09,active,SIN
LAP-067,Laptop,EMP-0090,2024-05-04,active,SIN
LAP-068,Laptop,EMP-0185,2024-01-28,active,LKO
LAP-069,Laptop,EMP-0077,2019-07-03,in_stock,LKO
LAP-070,Laptop,EMP-0006,2022-11-06,in_stock,LKO
LAP-071,Laptop,EMP-0174,2020-11-04,in_stock,BLR
LAP-072,Laptop,EMP-0133,2020-12-15,retired,BLR
LAP-073,Laptop,EMP-0085,2025-04-12,maintenance,SIN
LAP-074,Laptop,EMP-0060,2023-07-18,in_stock,BLR
LAP-075,Laptop,EMP-0048,2026-03-08,in_stock,SIN
LAP-076,Laptop,EMP-0102,2019-04-30,in_stock,BLR
LAP-077,Laptop,EMP-0116,2025-08-22,maintenance,SIN
LAP-078,Laptop,EMP-0002,2021-05-29,active,DXB
LAP-079,Laptop,EMP-0193,2019-09-14,retired,LKO
LAP-080,Laptop,EMP-0205,2025-01-08,active,DXB
LAP-081,Laptop,EMP-0084,2021-03-18,maintenance,LKO
LAP-082,Laptop,EMP-0068,2026-07-10,maintenance,DXB
LAP-083,Laptop,EMP-0153,2023-05-11,retired,SIN
LAP-084,Laptop,EMP-0151,2020-04-12,active,DXB
LAP-085,Laptop,EMP-0217,2024-02-19,retired,BLR
LAP-086,Laptop,EMP-0209,2026-07-22,in_stock,DXB
LAP-087,Laptop,EMP-0236,2025-11-21,retired,LKO
LAP-088,Laptop,EMP-0173,2020-07-02,active,LKO
LAP-089,Laptop,EMP-0062,2022-06-04,active,BLR
LAP-090,Laptop,EMP-0096,2020-08-02,retired,SIN
LAP-091,Laptop,EMP-0108,2025-09-08,active,SIN
LAP-092,Laptop,EMP-0109,2021-01-30,maintenance,BLR
LAP-093,Laptop,EMP-0143,2020-11-14,maintenance,DXB
LAP-094,Laptop,EMP-0036,2021-02-05,active,SIN
LAP-095,Laptop,EMP-0159,2019-08-08,active,LKO
LAP-096,Laptop,EMP-0125,2020-07-13,active,SIN
LAP-097,Laptop,EMP-0247,2025-04-19,retired,SIN
LAP-098,Laptop,EMP-0105,2024-07-07,maintenance,SIN
LAP-099,Laptop,EMP-0126,2020-11-16,active,LKO
LAP-100,Laptop,EMP-0204,2021-06-22,active,LKO
LAP-101,Laptop,EMP-0071,2021-07-09,retired,DXB
LAP-102,Laptop,EMP-0044,2024-02-17,retired,SIN
LAP-103,Laptop,EMP-0141,2024-09-23,active,LKO
LAP-104,Laptop,EMP-0069,2025-02-02,active,LKO
LAP-105,Laptop,EMP-0195,2023-12-13,retired,BLR
LAP-106,Laptop,EMP-0109,2020-02-24,in_stock,BLR
LAP-107,Laptop,EMP-0077,2019-05-13,maintenance,DXB
LAP-108,Laptop,EMP-0090,2019-12-23,maintenance,LKO
LAP-109,Laptop,EMP-0199,2021-08-28,active,DXB
LAP-110,Laptop,EMP-0221,2025-11-04,in_stock,SIN
LAP-111,Laptop,EMP-0043,2025-11-28,active,BLR
LAP-112,Laptop,EMP-0209,2021-04-27,active,DXB
LAP-113,Laptop,EMP-0137,2022-02-25,retired,BLR
LAP-114,Laptop,EMP-0083,2022-04-13,active,DXB
LAP-115,Laptop,EMP-0244,2024-10-08,in_stock,LKO
LAP-116,Laptop,EMP-0035,2023-08-13,active,DXB
LAP-117,Laptop,EMP-0222,2026-05-10,active,BLR
LAP-118,Laptop,EMP-0064,2020-08-22,in_stock,DXB
LAP-119,Laptop,EMP-0213,2021-10-10,in_stock,SIN
LAP-120,Laptop,EMP-0126,2020-08-05,retired,DXB
LAP-121,Laptop,EMP-0161,2023-08-24,maintenance,SIN
LAP-122,Laptop,EMP-0020,2026-02-08,active,SIN
LAP-123,Laptop,EMP-0132,2022-02-13,in_stock,DXB
LAP-124,Laptop,EMP-0117,2024-06-22,active,LKO
LAP-125,Laptop,EMP-0223,2020-01-17,in_stock,SIN
LAP-126,Laptop,EMP-0163,2026-06-13,in_stock,DXB
LAP-127,Laptop,EMP-0218,2019-09-17,retired,SIN
LAP-128,Laptop,EMP-0056,2023-10-26,active,SIN
LAP-129,Laptop,EMP-0069,2022-08-15,active,DXB
LAP-130,Laptop,EMP-0141,2025-06-25,active,SIN
LAP-131,Laptop,EMP-0202,2022-11-08,in_stock,LKO
LAP-132,Laptop,EMP-0012,2020-02-12,in_stock,SIN
LAP-133,Laptop,EMP-0005,2020-05-23,active,SIN
LAP-134,Laptop,EMP-0117,2019-01-03,maintenance,BLR
LAP-135,Laptop,EMP-0177,2020-06-24,in_stock,DXB
LAP-136,Laptop,EMP-0041,2022-01-27,active,DXB
LAP-137,Laptop,EMP-0065,2019-12-04,active,BLR
LAP-138,Laptop,EMP-0014,2023-06-12,in_stock,DXB
LAP-139,Laptop,EMP-0186,2021-08-17,maintenance,LKO
LAP-140,Laptop,EMP-0181,2020-01-25,active,BLR
LAP-141,Laptop,EMP-0123,2019-11-16,active,BLR
LAP-142,Laptop,EMP-0133,2026-08-17,maintenance,LKO
LAP-143,Laptop,EMP-0003,2022-11-08,active,SIN
LAP-144,Laptop,EMP-0178,2020-06-25,maintenance,LKO
LAP-145,Laptop,EMP-0059,2023-04-19,active,LKO
LAP-146,Laptop,EMP-0027,2022-07-07,active,DXB
LAP-147,Laptop,EMP-0036,2023-04-17,active,BLR
LAP-148,Laptop,EMP-0018,2024-12-12,retired,LKO
LAP-149,Laptop,EMP-0157,2026-04-16,active,SIN
LAP-150,Laptop,EMP-0090,2021-05-22,in_stock,BLR
LAP-151,Laptop,EMP-0236,2023-08-14,retired,SIN
LAP-152,Laptop,EMP-0221,2021-06-08,active,LKO
LAP-153,Laptop,EMP-0036,2020-05-19,retired,SIN
LAP-154,Laptop,EMP-0090,2023-10-25,active,BLR
LAP-155,Laptop,EMP-0064,2022-02-08,in_stock,LKO
LAP-156,Laptop,EMP-0064,2025-03-16,retired,DXB
LAP-157,Laptop,EMP-0200,2019-04-20,in_stock,DXB
LAP-158,Laptop,EMP-0053,2024-10-21,retired,BLR
LAP-159,Laptop,EMP-0192,2023-05-24,active,LKO
LAP-160,Laptop,EMP-0201,2021-09-07,maintenance,SIN
LAP-161,Laptop,EMP-0029,2021-09-14,maintenance,LKO
LAP-162,Laptop,EMP-0136,2019-02-19,active,DXB
LAP-163,Laptop,EMP-0034,2023-05-04,retired,SIN
LAP-164,Laptop,EMP-0094,2025-02-15,in_stock,BLR
LAP-165,Laptop,EMP-0196,2024-04-13,active,LKO
LAP-166,Laptop,EMP-0151,2019-10-04,active,DXB
LAP-167,Laptop,EMP-0056,2019-06-13,active,SIN
LAP-168,Laptop,EMP-0130,2022-03-19,in_stock,SIN
LAP-169,Laptop,EMP-0109,2023-07-06,active,BLR
LAP-170,Laptop,EMP-0072,2019-12-09,active,LKO
LAP-171,Laptop,EMP-0131,2021-04-12,active,DXB
LAP-172,Laptop,EMP-0101,2025-07-30,in_stock,LKO
LAP-173,Laptop,EMP-0080,2023-11-27,in_stock,BLR
LAP-174,Laptop,EMP-0015,2021-09-28,active,SIN
LAP-175,Laptop,EMP-0030,2024-02-01,retired,LKO
LAP-176,Laptop,EMP-0080,2026-06-21,in_stock,BLR
LAP-177,Laptop,EMP-0031,2019-02-21,in_stock,BLR
LAP-178,Laptop,EMP-0180,2019-02-16,active,SIN
LAP-179,Laptop,EMP-0244,2022-11-21,retired,DXB
LAP-180,Laptop,EMP-0043,2023-03-04,active,DXB
LAP-181,Laptop,EMP-0188,2020-04-28,active,DXB
LAP-182,Laptop,EMP-0207,2023-10-25,active,LKO
LAP-183,Laptop,EMP-0068,2025-06-19,in_stock,LKO
LAP-184,Laptop,EMP-0128,2024-02-08,retired,DXB
LAP-185,Laptop,EMP-0015,2024-08-08,retired,BLR
LAP-186,Laptop,EMP-0095,2020-10-06,active,LKO
LAP-187,Laptop,EMP-0229,2025-06-08,in_stock,LKO
LAP-188,Laptop,EMP-0059,2024-09-15,active,LKO
LAP-189,Laptop,EMP-0220,2019-02-20,active,LKO
LAP-190,Laptop,EMP-0121,2023-01-30,maintenance,BLR
LAP-191,Laptop,EMP-0046,2019-05-25,retired,SIN
LAP-192,Laptop,EMP-0058,2022-08-11,active,SIN
LAP-193,Laptop,EMP-0235,2022-08-03,active,LKO
LAP-194,Laptop,EMP-0147,2023-03-08,active,LKO
LAP-195,Laptop,EMP-0046,2021-07-03,retired,LKO
LAP-196,Laptop,EMP-0245,2023-07-01,active,SIN
LAP-197,Laptop,EMP-0222,2022-03-02,active,DXB
LAP-198,Laptop,EMP-0023,2025-03-15,maintenance,LKO
LAP-199,Laptop,EMP-0095,2021-04-01,active,DXB
LAP-200,Laptop,EMP-0190,2025-12-25,active,SIN
LAP-201,Laptop,EMP-0095,2025-08-20,maintenance,BLR
LAP-202,Laptop,EMP-0188,2025-02-16,active,BLR
LAP-203,Laptop,EMP-0002,2023-08-07,active,BLR
MON-204,Monitor,EMP-0139,2022-11-19,in_stock,LKO
MON-205,Monitor,EMP-0244,2022-10-04,active,SIN
MON-206,Monitor,EMP-0218,2022-06-13,active,BLR
MON-207,Monitor,EMP-0136,2021-09-02,maintenance,SIN
MON-208,Monitor,EMP-0247,2019-09-03,active,DXB
MON-209,Monitor,EMP-0024,2019-06-29,active,SIN
MON-210,Monitor,EMP-0180,2023-03-06,maintenance,LKO
MON-211,Monitor,EMP-0149,2020-01-27,retired,BLR
MON-212,Monitor,EMP-0164,2023-06-04,active,LKO
MON-213,Monitor,EMP-0112,2026-06-06,active,BLR
MON-214,Monitor,EMP-0075,2021-12-05,active,SIN
MON-215,Monitor,EMP-0180,2022-08-29,active,SIN
MON-216,Monitor,EMP-0070,2021-08-14,active,BLR
MON-217,Monitor,EMP-0035,2025-07-22,active,BLR
MON-218,Monitor,EMP-0028,2020-11-04,maintenance,SIN
MON-219,Monitor,EMP-0081,2023-07-24,active,DXB
MON-220,Monitor,EMP-0247,2021-04-30,maintenance,DXB
MON-221,Monitor,EMP-0119,2021-12-21,active,LKO
MON-222,Monitor,EMP-0041,2022-05-31,in_stock,LKO
MON-223,Monitor,EMP-0056,2022-09-04,active,LKO
MON-224,Monitor,EMP-0183,2021-10-13,active,SIN
MON-225,Monitor,EMP-0132,2019-07-20,in_stock,DXB
MON-226,Monitor,EMP-0067,2020-12-13,active,SIN
MON-227,Monitor,EMP-0219,2024-01-27,retired,BLR
MON-228,Monitor,EMP-0025,2024-03-07,active,BLR
MON-229,Monitor,EMP-0032,2019-02-18,active,BLR
MON-230,Monitor,EMP-0034,2021-03-22,maintenance,DXB
MON-231,Monitor,EMP-0176,2026-01-25,in_stock,LKO
MON-232,Monitor,EMP-0150,2025-07-28,active,LKO
MON-233,Monitor,EMP-0006,2019-09-22,active,SIN
MON-234,Monitor,EMP-0208,2020-06-11,active,DXB
MON-235,Monitor,EMP-0032,2019-06-24,maintenance,LKO
MON-236,Monitor,EMP-0044,2025-06-08,maintenance,SIN
MON-237,Monitor,EMP-0128,2019-05-01,maintenance,SIN
MON-238,Monitor,EMP-0045,2022-12-20,active,BLR
MON-239,Monitor,EMP-0071,2022-02-20,maintenance,BLR
MON-240,Monitor,EMP-0011,2025-11-20,retired,BLR
MON-241,Monitor,EMP-0166,2022-04-23,maintenance,SIN
MON-242,Monitor,EMP-0226,2025-03-05,maintenance,LKO
MON-243,Monitor,EMP-0023,2022-02-19,maintenance,BLR
MON-244,Monitor,EMP-0108,2021-03-27,in_stock,BLR
MON-245,Monitor,EMP-0162,2025-02-04,active,SIN
MON-246,Monitor,EMP-0201,2023-01-10,maintenance,SIN
MON-247,Monitor,EMP-0089,2025-05-05,retired,DXB
MON-248,Monitor,EMP-0100,2022-01-12,active,LKO
MON-249,Monitor,EMP-0082,2025-09-11,active,LKO
MON-250,Monitor,EMP-0230,2022-02-24,active,SIN
MON-251,Monitor,EMP-0136,2023-01-04,retired,BLR
MON-252,Monitor,EMP-0250,2020-10-15,active,BLR
MON-253,Monitor,EMP-0169,2021-09-14,active,LKO
MON-254,Monitor,EMP-0196,2021-06-17,retired,SIN
MON-255,Monitor,EMP-0091,2020-12-12,active,BLR
MON-256,Monitor,EMP-0152,2022-07-26,in_stock,DXB
MON-257,Monitor,EMP-0234,2025-08-20,active,DXB
MON-258,Monitor,EMP-0243,2025-05-14,retired,BLR
MON-259,Monitor,EMP-0145,2021-02-10,maintenance,DXB
MON-260,Monitor,EMP-0045,2024-07-01,active,LKO
MON-261,Monitor,EMP-0015,2021-08-10,retired,BLR
MON-262,Monitor,EMP-0006,2024-11-26,maintenance,LKO
MON-263,Monitor,EMP-0085,2025-11-20,active,BLR
MON-264,Monitor,EMP-0088,2020-12-27,active,LKO
MON-265,Monitor,EMP-0006,2020-08-28,retired,BLR
MON-266,Monitor,EMP-0199,2020-03-30,retired,DXB
MON-267,Monitor,EMP-0246,2019-10-25,active,SIN
MON-268,Monitor,EMP-0151,2020-02-18,active,DXB
MON-269,Monitor,EMP-0083,2020-07-12,active,SIN
MON-270,Monitor,EMP-0203,2026-03-03,maintenance,DXB
MON-271,Monitor,EMP-0045,2025-04-20,in_stock,DXB
MON-272,Monitor,EMP-0058,2026-06-19,retired,BLR
MON-273,Monitor,EMP-0097,2022-06-10,in_stock,DXB
MON-274,Monitor,EMP-0033,2020-12-28,in_stock,LKO
MON-275,Monitor,EMP-0243,2025-06-04,maintenance,LKO
MON-276,Monitor,EMP-0047,2025-10-03,active,BLR
MON-277,Monitor,EMP-0164,2025-05-05,active,SIN
MON-278,Monitor,EMP-0037,2022-09-18,in_stock,LKO
MON-279,Monitor,EMP-0061,2022-11-21,active,BLR
MON-280,Monitor,EMP-0163,2019-12-30,in_stock,DXB
MON-281,Monitor,EMP-0115,2019-02-16,active,BLR
MON-282,Monitor,EMP-0064,2019-10-05,active,DXB
MON-283,Monitor,EMP-0202,2020-03-18,in_stock,LKO
PHO-284,Phone,EMP-0013,2023-04-30,maintenance,SIN
PHO-285,Phone,EMP-0249,2020-11-12,maintenance,SIN
PHO-286,Phone,EMP-0226,2023-04-01,active,SIN
PHO-287,Phone,EMP-0026,2024-05-17,retired,BLR
PHO-288,Phone,EMP-0042,2024-01-23,active,LKO
PHO-289,Phone,EMP-0076,2019-03-24,active,DXB
PHO-290,Phone,EMP-0244,2020-03-04,active,DXB
PHO-291,Phone,EMP-0044,2023-03-18,active,LKO
PHO-292,Phone,EMP-0141,2020-01-17,active,SIN
PHO-293,Phone,EMP-0181,2019-05-07,maintenance,BLR
PHO-294,Phone,EMP-0156,2023-11-14,active,LKO
PHO-295,Phone,EMP-0026,2022-09-18,active,BLR
PHO-296,Phone,EMP-0105,2025-03-19,in_stock,DXB
PHO-297,Phone,EMP-0170,2022-02-27,active,BLR
PHO-298,Phone,EMP-0025,2019-07-23,maintenance,SIN
PHO-299,Phone,EMP-0040,2019-08-12,active,LKO
PHO-300,Phone,EMP-0110,2019-12-25,active,SIN
PHO-301,Phone,EMP-0052,2020-02-02,active,BLR
PHO-302,Phone,EMP-0044,2026-02-27,active,LKO
PHO-303,Phone,EMP-0122,2020-04-18,active,SIN
PHO-304,Phone,EMP-0121,2024-06-26,in_stock,DXB
PHO-305,Phone,EMP-0024,2026-03-14,retired,SIN
PHO-306,Phone,EMP-0048,2023-02-28,maintenance,DXB
PHO-307,Phone,EMP-0048,2023-12-31,active,DXB
PHO-308,Phone,EMP-0113,2024-03-19,active,BLR
PHO-309,Phone,EMP-0215,2022-01-05,retired,LKO
PHO-310,Phone,EMP-0039,2026-06-26,active,LKO
PHO-311,Phone,EMP-0172,2022-11-09,retired,SIN
PHO-312,Phone,EMP-0249,2025-08-12,active,LKO
PHO-313,Phone,EMP-0216,2023-05-05,retired,SIN
PHO-314,Phone,EMP-0248,2025-01-02,in_stock,SIN
PHO-315,Phone,EMP-0147,2021-08-23,maintenance,DXB
PHO-316,Phone,EMP-0021,2023-06-06,in_stock,LKO
PHO-317,Phone,EMP-0129,2025-05-28,retired,BLR
PHO-318,Phone,EMP-0031,2024-01-14,active,BLR
PHO-319,Phone,EMP-0249,2021-05-17,active,BLR
PHO-320,Phone,EMP-0105,2023-10-01,active,SIN
PHO-321,Phone,EMP-0052,2026-01-13,active,DXB
PHO-322,Phone,EMP-0082,2019-10-02,active,SIN
PHO-323,Phone,EMP-0143,2023-06-16,retired,DXB
FIR-324,Firewall,EMP-0220,2022-02-05,retired,SIN
FIR-325,Firewall,EMP-0235,2019-02-20,in_stock,SIN
FIR-326,Firewall,EMP-0029,2023-08-25,active,BLR
FIR-327,Firewall,EMP-0146,2025-08-05,retired,LKO
FIR-328,Firewall,EMP-0237,2020-03-08,retired,LKO
FIR-329,Firewall,EMP-0202,2022-03-17,retired,DXB
FIR-330,Firewall,EMP-0225,2023-08-11,active,SIN
FIR-331,Firewall,EMP-0168,2024-06-11,retired,SIN
FIR-332,Firewall,EMP-0104,2020-12-06,active,SIN
FIR-333,Firewall,EMP-0037,2025-12-07,retired,SIN
FIR-334,Firewall,EMP-0104,2023-06-10,active,BLR
FIR-335,Firewall,EMP-0013,2024-04-30,active,DXB
FIR-336,Firewall,EMP-0006,2022-10-15,active,DXB
FIR-337,Firewall,EMP-0072,2024-07-06,in_stock,LKO
FIR-338,Firewall,EMP-0249,2021-07-22,active,DXB
FIR-339,Firewall,EMP-0250,2023-12-20,active,DXB
FIR-340,Firewall,EMP-0187,2023-09-04,retired,LKO
FIR-341,Firewall,EMP-0049,2023-12-15,active,SIN
FIR-342,Firewall,EMP-0190,2024-06-07,retired,DXB
FIR-343,Firewall,EMP-0211,2019-08-19,retired,BLR
SWI-344,Switch,EMP-0017,2022-06-28,in_stock,SIN
SWI-345,Switch,EMP-0035,2024-11-17,retired,LKO
SWI-346,Switch,EMP-0045,2021-02-28,active,LKO
SWI-347,Switch,EMP-0064,2019-05-16,maintenance,LKO
SWI-348,Switch,EMP-0236,2023-01-16,in_stock,BLR
SWI-349,Switch,EMP-0071,2023-02-17,maintenance,SIN
SWI-350,Switch,EMP-0163,2020-05-22,in_stock,LKO
SWI-351,Switch,EMP-0062,2023-03-06,maintenance,SIN
SWI-352,Switch,EMP-0046,2024-04-27,retired,DXB
SWI-353,Switch,EMP-0089,2020-10-31,active,LKO
SWI-354,Switch,EMP-0073,2019-04-23,maintenance,LKO
SWI-355,Switch,EMP-0042,2025-06-01,active,BLR
SWI-356,Switch,EMP-0166,2021-07-11,in_stock,BLR
SWI-357,Switch,EMP-0069,2026-04-22,maintenance,LKO
SWI-358,Switch,EMP-0222,2026-08-26,active,SIN
SWI-359,Switch,EMP-0234,2020-06-25,in_stock,BLR
SWI-360,Switch,EMP-0154,2019-02-04,active,DXB
SWI-361,Switch,EMP-0156,2022-06-05,in_stock,DXB
SWI-362,Switch,EMP-0109,2023-03-23,active,SIN
SWI-363,Switch,EMP-0065,2021-06-12,maintenance,DXB
SWI-364,Switch,EMP-0174,2024-11-02,retired,SIN
SWI-365,Switch,EMP-0150,2020-02-24,active,DXB
SWI-366,Switch,EMP-0144,2026-04-05,retired,DXB
SWI-367,Switch,EMP-0077,2020-03-18,maintenance,LKO
SWI-368,Switch,EMP-0087,2022-02-06,in_stock,DXB
SWI-369,Switch,EMP-0221,2022-02-08,active,DXB
SWI-370,Switch,EMP-0049,2020-09-06,retired,BLR
SWI-371,Switch,EMP-0231,2019-08-21,retired,SIN
SWI-372,Switch,EMP-0170,2022-08-02,in_stock,BLR
SWI-373,Switch,EMP-0185,2019-04-15,in_stock,SIN
SWI-374,Switch,EMP-0076,2021-11-28,maintenance,SIN
SWI-375,Switch,EMP-0100,2019-05-25,retired,BLR
SWI-376,Switch,EMP-0088,2021-06-29,in_stock,SIN
SWI-377,Switch,EMP-0233,2026-07-14,active,DXB
SWI-378,Switch,EMP-0217,2020-11-27,in_stock,BLR
SWI-379,Switch,EMP-0076,2020-02-04,maintenance,BLR
SWI-380,Switch,EMP-0190,2021-11-25,in_stock,BLR
SWI-381,Switch,EMP-0243,2026-08-16,active,LKO
SWI-382,Switch,EMP-0057,2022-12-26,active,DXB
SWI-383,Switch,EMP-0108,2022-09-19,active,DXB
SER-384,Server,EMP-0150,2022-04-19,maintenance,LKO
SER-385,Server,EMP-0121,2019-08-08,in_stock,LKO
SER-386,Server,EMP-0121,2021-03-07,retired,LKO
SER-387,Server,EMP-0223,2026-08-20,maintenance,DXB
SER-388,Server,EMP-0106,2019-08-10,active,BLR
SER-389,Server,EMP-0052,2022-11-04,maintenance,SIN
SER-390,Server,EMP-0037,2022-07-19,in_stock,BLR
SER-391,Server,EMP-0200,2019-11-28,maintenance,DXB
SER-392,Server,EMP-0162,2020-12-25,active,LKO
SER-393,Server,EMP-0002,2024-01-26,active,BLR
SER-394,Server,EMP-0195,2020-11-21,retired,BLR
SER-395,Server,EMP-0126,2019-12-27,active,SIN
SER-396,Server,EMP-0163,2023-10-25,maintenance,SIN
SER-397,Server,EMP-0248,2024-05-09,maintenance,LKO
SER-398,Server,EMP-0104,2024-12-26,active,DXB
SER-399,Server,EMP-0244,2019-02-27,active,BLR
SER-400,Server,EMP-0005,2026-08-03,active,BLR
SER-401,Server,EMP-0058,2022-11-11,active,BLR
SER-402,Server,EMP-0027,2023-04-21,retired,DXB
SER-403,Server,EMP-0043,2019-09-25,active,DXB
